Time,Amount,Actual_Fraud,Isolation_Forest_Prediction,Random_Forest_Prediction,Fraud_Status
28693.0,116.45,0,0,0,Legitimate
143629.0,35.99,0,0,0,Legitimate
50351.0,10.0,0,0,0,Legitimate
30083.0,23.78,0,0,0,Legitimate
121254.0,5.0,0,0,0,Legitimate
44693.0,15.0,0,0,0,Legitimate
147493.0,22.5,0,0,0,Legitimate
85888.0,14.79,0,0,0,Legitimate
129892.0,34.98,0,0,0,Legitimate
144945.0,4.4,0,0,0,Legitimate
136900.0,1.98,0,0,0,Legitimate
153117.0,9.72,0,0,0,Legitimate
10606.0,5.35,0,0,0,Legitimate
128858.0,4.48,0,0,0,Legitimate
132730.0,90.95,0,0,0,Legitimate
54282.0,1.0,0,0,0,Legitimate
58508.0,159.16,0,0,0,Legitimate
48352.0,40.0,0,0,0,Legitimate
71279.0,3.59,0,0,0,Legitimate
123589.0,4.0,0,0,0,Legitimate
52791.0,111.8,0,0,0,Legitimate
165927.0,458.0,0,0,0,Legitimate
118567.0,27.48,0,0,0,Legitimate
33378.0,29.95,0,0,0,Legitimate
113666.0,193.58,0,0,0,Legitimate
32892.0,64.71,0,0,0,Legitimate
5348.0,4.59,0,0,0,Legitimate
144388.0,10.59,0,0,0,Legitimate
2602.0,1.79,0,0,0,Legitimate
149300.0,40.0,0,0,0,Legitimate
135286.0,14.0,0,0,0,Legitimate
125966.0,290.0,0,0,0,Legitimate
70656.0,35.5,0,0,0,Legitimate
124531.0,214.56,0,0,0,Legitimate
122576.0,6.3,0,0,0,Legitimate
158531.0,5.85,0,0,0,Legitimate
66985.0,265.5,0,0,0,Legitimate
159386.0,106.55,0,0,0,Legitimate
127969.0,120.95,0,0,0,Legitimate
58125.0,74.0,0,0,0,Legitimate
60873.0,27.83,0,0,0,Legitimate
157895.0,534.34,0,0,0,Legitimate
141304.0,262.64,0,0,0,Legitimate
35630.0,706.58,0,1,0,Legitimate
83562.0,38.71,0,0,0,Legitimate
3410.0,10.5,0,0,0,Legitimate
38609.0,39.95,0,0,0,Legitimate
70789.0,94.84,0,0,0,Legitimate
35033.0,19.94,0,0,0,Legitimate
54085.0,66.5,0,0,0,Legitimate
125162.0,405.76,0,0,0,Legitimate
3072.0,9.96,0,0,0,Legitimate
72689.0,1.0,0,0,0,Legitimate
59947.0,185.76,0,0,0,Legitimate
59746.0,177.0,0,0,0,Legitimate
149417.0,10.0,0,0,0,Legitimate
25041.0,1.98,0,0,0,Legitimate
114349.0,0.69,0,0,0,Legitimate
35548.0,3.91,0,0,0,Legitimate
81591.0,21.85,0,0,0,Legitimate
31658.0,64.9,0,0,0,Legitimate
28638.0,2.69,0,0,0,Legitimate
45361.0,140.0,0,0,0,Legitimate
125596.0,45.0,0,0,0,Legitimate
72309.0,0.77,0,0,0,Legitimate
46662.0,19.99,0,0,0,Legitimate
4958.0,33.11,0,0,0,Legitimate
50187.0,1.0,0,0,0,Legitimate
35509.0,0.74,0,0,0,Legitimate
72710.0,47.95,0,0,0,Legitimate
69594.0,11.5,0,0,0,Legitimate
64981.0,30.0,0,0,0,Legitimate
148477.0,15.13,0,1,0,Legitimate
124794.0,296.45,0,0,0,Legitimate
161117.0,29.0,0,0,0,Legitimate
33135.0,2.58,0,0,0,Legitimate
84635.0,1.0,0,0,0,Legitimate
43348.0,4.69,0,0,0,Legitimate
25815.0,1.0,0,0,0,Legitimate
107615.0,11.27,0,0,0,Legitimate
27979.0,10.69,0,0,0,Legitimate
45955.0,139.95,0,0,0,Legitimate
120434.0,41.0,0,0,0,Legitimate
77294.0,4.49,0,0,0,Legitimate
54245.0,219.0,0,0,0,Legitimate
82528.0,334.29,0,0,0,Legitimate
147808.0,7.0,0,0,0,Legitimate
31778.0,99.99,0,0,0,Legitimate
37833.0,37.44,0,0,0,Legitimate
162984.0,1.98,0,0,0,Legitimate
143316.0,196.0,0,0,0,Legitimate
36504.0,0.89,0,0,0,Legitimate
127175.0,92.75,0,0,0,Legitimate
137303.0,6.06,0,0,0,Legitimate
121846.0,50.9,0,0,0,Legitimate
167434.0,1.46,0,0,0,Legitimate
145355.0,0.89,0,0,0,Legitimate
155885.0,24.0,0,0,0,Legitimate
51010.0,7.3,0,0,0,Legitimate
87049.0,8.0,0,0,0,Legitimate
166248.0,89.59,0,0,0,Legitimate
27720.0,13.99,0,0,0,Legitimate
3746.0,51.79,0,0,0,Legitimate
158837.0,0.76,0,0,0,Legitimate
84530.0,1.9,0,0,0,Legitimate
137240.0,238.26,0,0,0,Legitimate
39897.0,9.9,0,0,0,Legitimate
70811.0,5.75,0,0,0,Legitimate
155697.0,7.5,0,0,0,Legitimate
60392.0,19.99,0,0,0,Legitimate
41137.0,95.0,0,0,0,Legitimate
13499.0,9.0,0,0,0,Legitimate
72879.0,13.43,0,0,0,Legitimate
76248.0,51.96,0,0,0,Legitimate
150421.0,59.9,0,0,0,Legitimate
163122.0,14.9,0,0,0,Legitimate
75768.0,34.0,0,0,0,Legitimate
127751.0,8.99,0,0,0,Legitimate
82591.0,39.0,0,0,0,Legitimate
147319.0,0.0,0,0,0,Legitimate
167673.0,69.27,0,0,0,Legitimate
149337.0,3.0,0,0,0,Legitimate
66904.0,0.64,0,0,0,Legitimate
51252.0,9.99,0,0,0,Legitimate
43274.0,90.85,0,0,0,Legitimate
77477.0,51.85,0,0,0,Legitimate
25847.0,79.5,0,0,0,Legitimate
156766.0,1.68,0,0,0,Legitimate
115206.0,0.76,0,1,0,Legitimate
51077.0,12.0,0,0,0,Legitimate
160690.0,29.85,0,0,0,Legitimate
95427.0,0.01,0,0,0,Legitimate
89251.0,78.52,0,0,0,Legitimate
76797.0,835.0,0,1,0,Legitimate
146857.0,4.49,0,0,0,Legitimate
159983.0,165.99,0,0,0,Legitimate
159376.0,78.0,0,0,0,Legitimate
80713.0,0.89,0,0,0,Legitimate
123550.0,8.98,0,0,0,Legitimate
79381.0,1.0,0,0,0,Legitimate
132943.0,54.95,0,0,0,Legitimate
61240.0,59.35,0,0,0,Legitimate
117615.0,16.0,0,0,0,Legitimate
43133.0,11.16,0,0,0,Legitimate
123335.0,40.0,0,0,0,Legitimate
129233.0,12.26,0,0,0,Legitimate
72599.0,0.77,0,0,0,Legitimate
130357.0,180.77,0,0,0,Legitimate
116697.0,13.23,0,0,0,Legitimate
165711.0,0.89,0,0,0,Legitimate
121234.0,400.0,0,0,0,Legitimate
160617.0,1.98,0,0,0,Legitimate
80504.0,10.0,0,0,0,Legitimate
143809.0,3.47,0,1,0,Legitimate
140989.0,1.98,0,0,0,Legitimate
77153.0,116.0,0,0,0,Legitimate
144577.0,52.45,0,0,0,Legitimate
140437.0,2.28,0,0,0,Legitimate
50911.0,0.69,0,0,0,Legitimate
122316.0,189.0,0,0,0,Legitimate
124528.0,130.34,0,0,0,Legitimate
162520.0,1.29,0,0,0,Legitimate
145608.0,99.0,0,0,0,Legitimate
83366.0,37.82,0,0,0,Legitimate
77132.0,70.93,0,0,0,Legitimate
86535.0,40.89,0,0,0,Legitimate
9175.0,5.3,0,0,0,Legitimate
164315.0,42.02,0,0,0,Legitimate
42774.0,3.78,0,0,0,Legitimate
42568.0,8.55,0,0,0,Legitimate
40228.0,22.8,0,0,0,Legitimate
166816.0,3.47,0,0,0,Legitimate
1252.0,160.0,0,0,0,Legitimate
126575.0,45.85,0,0,0,Legitimate
90655.0,159.21,0,0,0,Legitimate
119084.0,2.49,0,0,0,Legitimate
36901.0,85.4,0,0,0,Legitimate
62787.0,0.89,0,0,0,Legitimate
65409.0,123.98,0,0,0,Legitimate
55985.0,80.0,0,0,0,Legitimate
59838.0,471.61,0,0,0,Legitimate
130259.0,7.82,0,0,0,Legitimate
171839.0,1.79,0,0,0,Legitimate
28048.0,13.74,0,0,0,Legitimate
161121.0,211.63,0,0,0,Legitimate
55224.0,13.65,0,0,0,Legitimate
161826.0,1.0,0,0,0,Legitimate
80567.0,7.53,0,0,0,Legitimate
53880.0,1.0,0,0,0,Legitimate
45076.0,1.29,0,0,0,Legitimate
107815.0,30.99,0,1,0,Legitimate
132164.0,88.0,0,0,0,Legitimate
160105.0,1.98,0,0,0,Legitimate
47048.0,150.0,0,0,0,Legitimate
122418.0,49.9,0,0,0,Legitimate
161150.0,0.89,0,0,0,Legitimate
49491.0,73.44,0,0,0,Legitimate
151482.0,26.96,0,0,0,Legitimate
67802.0,7.99,0,0,0,Legitimate
163348.0,45.0,0,0,0,Legitimate
160933.0,21.9,0,0,0,Legitimate
68954.0,833.47,0,1,0,Legitimate
33426.0,8.49,0,0,0,Legitimate
155632.0,1.29,0,0,0,Legitimate
57968.0,16.39,0,0,0,Legitimate
42492.0,23.6,0,0,0,Legitimate
138591.0,13.89,0,0,0,Legitimate
166549.0,1.79,0,0,0,Legitimate
157900.0,2.67,0,0,0,Legitimate
133883.0,0.99,0,0,0,Legitimate
70997.0,62.7,0,0,0,Legitimate
54330.0,70.88,0,0,0,Legitimate
47235.0,333.77,0,0,0,Legitimate
77890.0,191.38,0,0,0,Legitimate
57903.0,7.5,0,0,0,Legitimate
168174.0,0.89,0,0,0,Legitimate
5157.0,0.49,0,0,0,Legitimate
26659.0,67.6,0,0,0,Legitimate
53154.0,71.7,0,0,0,Legitimate
135785.0,1.79,0,0,0,Legitimate
154829.0,0.89,0,0,0,Legitimate
51368.0,167.5,0,0,0,Legitimate
84409.0,13.99,0,0,0,Legitimate
79090.0,0.89,0,0,0,Legitimate
172652.0,50.0,0,0,0,Legitimate
61813.0,337.1,0,0,0,Legitimate
148959.0,55.0,0,0,0,Legitimate
77308.0,20.35,0,0,0,Legitimate
9877.0,582.06,0,0,0,Legitimate
46323.0,2.21,0,0,0,Legitimate
150984.0,1.0,0,0,0,Legitimate
79228.0,418.0,0,0,0,Legitimate
57556.0,61.51,0,0,0,Legitimate
61882.0,14.65,0,0,0,Legitimate
53599.0,78.5,0,0,0,Legitimate
97683.0,20.0,0,0,0,Legitimate
82346.0,18.55,0,0,0,Legitimate
156849.0,0.89,0,0,0,Legitimate
69461.0,13.99,0,0,0,Legitimate
47351.0,8.98,0,0,0,Legitimate
298.0,36.0,0,0,0,Legitimate
139847.0,7.69,0,0,0,Legitimate
68766.0,40.0,0,0,0,Legitimate
137043.0,150.0,0,0,0,Legitimate
46766.0,36.0,0,0,0,Legitimate
126696.0,140.5,0,0,0,Legitimate
5547.0,144.72,0,0,0,Legitimate
37108.0,179.37,0,0,0,Legitimate
149783.0,4.99,0,0,0,Legitimate
108596.0,2.12,0,0,0,Legitimate
128580.0,10.99,0,0,0,Legitimate
154083.0,4.97,0,0,0,Legitimate
156014.0,1.98,0,0,0,Legitimate
71469.0,24.99,0,0,0,Legitimate
57768.0,10.74,0,0,0,Legitimate
33902.0,10.0,0,0,0,Legitimate
155999.0,19.13,0,0,0,Legitimate
919.0,4.91,0,0,0,Legitimate
157544.0,149.0,0,0,0,Legitimate
120795.0,25.37,0,0,0,Legitimate
73330.0,8.97,0,0,0,Legitimate
83267.0,93.82,0,0,0,Legitimate
120300.0,3.8,0,0,0,Legitimate
43181.0,159.48,0,0,0,Legitimate
62440.0,59.5,0,0,0,Legitimate
158042.0,29.98,0,0,0,Legitimate
130830.0,545.0,0,0,0,Legitimate
37783.0,57.01,0,0,0,Legitimate
137534.0,8.99,0,0,0,Legitimate
110504.0,23.0,0,0,0,Legitimate
144016.0,110.0,0,0,0,Legitimate
83967.0,4.5,0,0,0,Legitimate
65157.0,34.52,0,0,0,Legitimate
149267.0,14.12,0,0,0,Legitimate
135081.0,963.0,0,0,0,Legitimate
122785.0,8.1,0,0,0,Legitimate
59079.0,1649.85,0,1,0,Legitimate
123375.0,2.87,0,0,0,Legitimate
63073.0,4.0,0,0,0,Legitimate
61156.0,286.35,0,0,0,Legitimate
119804.0,120.0,0,0,0,Legitimate
31118.0,7.68,0,0,0,Legitimate
113864.0,99.0,0,0,0,Legitimate
119016.0,12.68,0,0,0,Legitimate
153075.0,188.71,0,0,0,Legitimate
52038.0,412.29,0,0,0,Legitimate
113146.0,1.0,0,0,0,Legitimate
76926.0,0.76,0,0,0,Legitimate
131327.0,69.0,0,0,0,Legitimate
146247.0,1.0,0,0,0,Legitimate
50903.0,1.46,0,0,0,Legitimate
141300.0,97.44,0,0,0,Legitimate
24174.0,4.72,0,0,0,Legitimate
112155.0,4.49,0,0,0,Legitimate
143946.0,2.69,0,0,0,Legitimate
75002.0,2.37,0,0,0,Legitimate
139430.0,6.48,0,0,0,Legitimate
84486.0,38.62,0,0,0,Legitimate
7589.0,36.0,0,0,0,Legitimate
125827.0,15.6,0,0,0,Legitimate
41006.0,82.62,0,0,0,Legitimate
156177.0,9.99,0,0,0,Legitimate
41460.0,89.8,0,0,0,Legitimate
130061.0,2.22,0,1,0,Legitimate
136974.0,59.9,0,0,0,Legitimate
39493.0,300.0,0,0,0,Legitimate
165696.0,0.99,0,0,0,Legitimate
136021.0,55.74,0,0,0,Legitimate
4685.0,2.71,0,0,0,Legitimate
41134.0,125.76,0,0,0,Legitimate
33813.0,73.97,0,0,0,Legitimate
61870.0,7.1,0,0,0,Legitimate
132901.0,49.95,0,0,0,Legitimate
145716.0,250.0,0,0,0,Legitimate
77259.0,31.95,0,0,0,Legitimate
138297.0,5.55,0,0,0,Legitimate
133569.0,11.99,0,0,0,Legitimate
30429.0,10.0,0,0,0,Legitimate
68919.0,18.99,0,0,0,Legitimate
35343.0,4.0,0,0,0,Legitimate
32824.0,77.9,0,0,0,Legitimate
67639.0,155.0,0,0,0,Legitimate
122441.0,20.0,0,0,0,Legitimate
52301.0,200.0,0,0,0,Legitimate
70440.0,44.99,0,0,0,Legitimate
19900.0,10.0,0,0,0,Legitimate
73822.0,1.52,0,0,0,Legitimate
87256.0,7.57,0,0,0,Legitimate
153783.0,1.0,0,0,0,Legitimate
147841.0,79.85,0,0,0,Legitimate
20623.0,3.7,0,0,0,Legitimate
53282.0,5.0,0,0,0,Legitimate
84488.0,316.0,0,0,0,Legitimate
44360.0,124.0,0,1,0,Legitimate
64881.0,67.0,0,0,0,Legitimate
121049.0,126.69,0,0,0,Legitimate
150437.0,12.36,0,0,0,Legitimate
165719.0,6.28,0,0,0,Legitimate
50724.0,21.93,0,0,0,Legitimate
53920.0,1.0,0,0,0,Legitimate
88902.0,1.29,0,0,0,Legitimate
54090.0,1.0,0,0,0,Legitimate
76809.0,59.0,0,0,0,Legitimate
67994.0,13.26,0,0,0,Legitimate
75619.0,272.5,0,0,0,Legitimate
148580.0,60.0,0,0,0,Legitimate
36605.0,88.97,0,0,0,Legitimate
152806.0,14.49,0,0,0,Legitimate
81224.0,60.0,0,0,0,Legitimate
92409.0,9.99,0,0,0,Legitimate
139702.0,1.79,0,0,0,Legitimate
79702.0,49.99,0,0,0,Legitimate
120912.0,9.89,0,0,0,Legitimate
162724.0,1.98,0,0,0,Legitimate
127591.0,45.0,0,0,0,Legitimate
80783.0,4.48,0,0,0,Legitimate
44643.0,73.9,0,0,0,Legitimate
70098.0,233.68,0,0,0,Legitimate
58191.0,2.69,0,0,0,Legitimate
151045.0,54.99,0,0,0,Legitimate
68547.0,1.0,0,0,0,Legitimate
51148.0,1.0,0,0,0,Legitimate
116176.0,24.95,0,0,0,Legitimate
50607.0,3.04,0,0,0,Legitimate
87793.0,1.99,0,0,0,Legitimate
60664.0,8.52,0,0,0,Legitimate
83181.0,272.28,0,0,0,Legitimate
135676.0,12.35,0,0,0,Legitimate
164356.0,16.95,0,0,0,Legitimate
53785.0,1553.12,0,1,0,Legitimate
163105.0,8.99,0,0,0,Legitimate
76596.0,30.85,0,0,0,Legitimate
124477.0,828.0,0,0,0,Legitimate
170654.0,69.22,0,0,0,Legitimate
107497.0,2.12,0,0,0,Legitimate
149918.0,12.4,0,0,0,Legitimate
55514.0,0.12,0,0,0,Legitimate
163824.0,1.98,0,0,0,Legitimate
154247.0,30.74,0,0,0,Legitimate
147932.0,139.8,0,0,0,Legitimate
58673.0,64.0,0,0,0,Legitimate
145694.0,6.79,0,0,0,Legitimate
39847.0,190.0,0,0,0,Legitimate
71119.0,52.05,0,0,0,Legitimate
137538.0,228.69,0,0,0,Legitimate
151264.0,38.1,0,0,0,Legitimate
44958.0,9.42,0,0,0,Legitimate
21377.0,89.99,0,1,0,Legitimate
50317.0,0.0,0,0,0,Legitimate
77685.0,9.86,0,0,0,Legitimate
146985.0,1.0,0,0,0,Legitimate
82169.0,85.96,0,0,0,Legitimate
160833.0,5.9,0,1,0,Legitimate
35589.0,1.0,0,0,0,Legitimate
29383.0,1.0,0,0,0,Legitimate
134622.0,1.89,0,0,0,Legitimate
76493.0,53.25,0,0,0,Legitimate
127178.0,1.0,0,0,0,Legitimate
157486.0,78.08,0,0,0,Legitimate
138025.0,1.79,0,0,0,Legitimate
97180.0,12.8,0,0,0,Legitimate
155741.0,6.99,0,0,0,Legitimate
13642.0,18.11,0,0,0,Legitimate
84630.0,0.0,0,0,0,Legitimate
166093.0,1.98,0,0,0,Legitimate
38861.0,10.54,0,0,0,Legitimate
159258.0,16.95,0,0,0,Legitimate
168237.0,0.76,0,0,0,Legitimate
160524.0,6.23,0,0,0,Legitimate
35262.0,27.41,0,0,0,Legitimate
141302.0,2.69,0,0,0,Legitimate
123339.0,6.77,0,0,0,Legitimate
71815.0,2.68,0,1,0,Legitimate
166601.0,32.37,0,0,0,Legitimate
108500.0,2.12,0,0,0,Legitimate
166197.0,0.76,0,0,0,Legitimate
66420.0,4.99,0,0,0,Legitimate
78293.0,2.69,0,0,0,Legitimate
80312.0,245.0,0,0,0,Legitimate
48699.0,42.0,0,0,0,Legitimate
156318.0,0.99,0,0,0,Legitimate
61886.0,24.99,0,0,0,Legitimate
78013.0,1.0,0,0,0,Legitimate
17859.0,2.76,0,0,0,Legitimate
170364.0,9.67,0,0,0,Legitimate
26970.0,1.29,0,0,0,Legitimate
43845.0,45.0,0,0,0,Legitimate
4416.0,0.89,0,0,0,Legitimate
29323.0,59.01,0,0,0,Legitimate
47033.0,75.95,0,0,0,Legitimate
159658.0,4.26,0,0,0,Legitimate
38818.0,146.07,0,0,0,Legitimate
171622.0,2.31,0,0,0,Legitimate
45861.0,9.99,0,0,0,Legitimate
84527.0,26.87,0,0,0,Legitimate
47287.0,7.38,0,0,0,Legitimate
139468.0,19.99,0,0,0,Legitimate
35948.0,681.0,0,0,0,Legitimate
73899.0,48.53,0,0,0,Legitimate
161489.0,19.99,0,0,0,Legitimate
75593.0,20.4,0,0,0,Legitimate
38607.0,30.0,0,0,0,Legitimate
80540.0,0.89,0,0,0,Legitimate
130865.0,62.0,0,0,0,Legitimate
14508.0,15.95,0,0,0,Legitimate
165832.0,7.7,0,1,0,Legitimate
45116.0,96.85,0,0,0,Legitimate
117916.0,316.52,0,1,0,Legitimate
80212.0,4.49,0,0,0,Legitimate
156061.0,9.99,0,0,0,Legitimate
113867.0,180.0,0,0,0,Legitimate
157512.0,1.99,0,0,0,Legitimate
137662.0,34.89,0,0,0,Legitimate
161340.0,0.99,0,0,0,Legitimate
171761.0,0.99,0,0,0,Legitimate
73289.0,7.49,0,0,0,Legitimate
128398.0,247.0,0,0,0,Legitimate
142295.0,382.93,0,0,0,Legitimate
145797.0,17.99,0,0,0,Legitimate
129091.0,3721.4,0,1,0,Legitimate
153377.0,835.0,0,1,0,Legitimate
99548.0,15.09,0,0,0,Legitimate
130331.0,77.85,0,0,0,Legitimate
50965.0,209.95,0,1,0,Legitimate
29702.0,119.95,0,0,0,Legitimate
139694.0,1.79,0,0,0,Legitimate
126986.0,2.02,0,0,0,Legitimate
7445.0,11.41,0,0,0,Legitimate
46173.0,87.45,0,0,0,Legitimate
153555.0,3.2,0,0,0,Legitimate
52396.0,128.36,0,0,0,Legitimate
112785.0,9.95,0,0,0,Legitimate
67713.0,1.0,0,0,0,Legitimate
21693.0,17.95,0,0,0,Legitimate
69109.0,42.14,0,0,0,Legitimate
167015.0,424.93,0,0,0,Legitimate
163461.0,58.85,0,0,0,Legitimate
9306.0,0.01,0,0,0,Legitimate
141586.0,77.96,0,0,0,Legitimate
115724.0,47.98,0,0,0,Legitimate
151075.0,2.49,0,0,0,Legitimate
10478.0,233.75,0,0,0,Legitimate
109843.0,1.0,0,0,0,Legitimate
48987.0,1.0,0,0,0,Legitimate
167050.0,134.96,0,0,0,Legitimate
130999.0,177.52,0,0,0,Legitimate
115237.0,11.99,0,0,0,Legitimate
71772.0,9.99,0,0,0,Legitimate
32612.0,0.77,0,0,0,Legitimate
150017.0,24.21,0,0,0,Legitimate
149728.0,319.18,0,1,0,Legitimate
41313.0,9.99,1,1,1,Fraudulent
61694.0,271.14,0,0,0,Legitimate
123846.0,12.5,0,0,0,Legitimate
50950.0,59.49,0,0,0,Legitimate
76569.0,28.68,0,0,0,Legitimate
65836.0,1.0,0,0,0,Legitimate
39052.0,77.5,0,0,0,Legitimate
66085.0,89.0,0,0,0,Legitimate
69570.0,266.06,0,0,0,Legitimate
57472.0,1.89,0,0,0,Legitimate
40536.0,0.89,0,0,0,Legitimate
61771.0,221.04,0,0,0,Legitimate
64912.0,7.2,0,0,0,Legitimate
165905.0,1.98,0,0,0,Legitimate
59799.0,81.4,0,0,0,Legitimate
134531.0,28.53,0,0,0,Legitimate
170350.0,12.48,0,0,0,Legitimate
38562.0,86.7,0,0,0,Legitimate
50339.0,224.4,0,0,0,Legitimate
109053.0,2.12,0,0,0,Legitimate
37762.0,41.01,0,0,0,Legitimate
119437.0,55.33,0,0,0,Legitimate
67198.0,1.98,0,0,0,Legitimate
160378.0,39.99,0,0,0,Legitimate
172111.0,30.0,0,0,0,Legitimate
136098.0,10.29,0,0,0,Legitimate
82308.0,78.0,0,0,0,Legitimate
76493.0,0.89,0,1,0,Legitimate
73032.0,11.38,0,0,0,Legitimate
68620.0,4.94,0,0,0,Legitimate
142751.0,2.69,0,0,0,Legitimate
141180.0,0.89,0,0,0,Legitimate
131943.0,4.49,0,0,0,Legitimate
71895.0,25.0,0,0,0,Legitimate
84604.0,66.07,0,0,0,Legitimate
134713.0,10.0,0,0,0,Legitimate
38912.0,1715.71,0,1,0,Legitimate
66139.0,9.99,0,0,0,Legitimate
39300.0,1.79,0,0,0,Legitimate
87830.0,6.43,0,0,0,Legitimate
143551.0,41.66,0,0,0,Legitimate
2204.0,10.0,0,0,0,Legitimate
157140.0,55.8,0,0,0,Legitimate
135604.0,34.0,0,0,0,Legitimate
7351.0,64.9,0,0,0,Legitimate
129897.0,61.03,0,0,0,Legitimate
80580.0,55.32,0,0,0,Legitimate
82534.0,20.99,0,0,0,Legitimate
131462.0,41.0,0,0,0,Legitimate
145492.0,60.57,0,0,0,Legitimate
40413.0,0.89,0,0,0,Legitimate
122807.0,3.7,0,0,0,Legitimate
133938.0,12.04,0,0,0,Legitimate
67778.0,19.95,0,0,0,Legitimate
139783.0,53.0,0,0,0,Legitimate
47655.0,91.55,0,0,0,Legitimate
85804.0,1.71,0,0,0,Legitimate
138265.0,101.58,0,0,0,Legitimate
53889.0,174.58,0,0,0,Legitimate
130394.0,8.9,0,0,0,Legitimate
50810.0,13.99,0,0,0,Legitimate
76325.0,39.0,0,0,0,Legitimate
118722.0,19.95,0,0,0,Legitimate
150199.0,76.8,0,0,0,Legitimate
85300.0,15.13,0,0,0,Legitimate
61535.0,15.0,0,0,0,Legitimate
32617.0,108.87,0,0,0,Legitimate
156950.0,8.98,0,0,0,Legitimate
33985.0,492.0,0,0,0,Legitimate
153923.0,0.99,0,0,0,Legitimate
46954.0,1.0,0,0,0,Legitimate
121130.0,164.73,0,0,0,Legitimate
48279.0,11.5,0,0,0,Legitimate
48541.0,292.53,0,0,0,Legitimate
70272.0,37.5,0,0,0,Legitimate
36411.0,1.79,0,0,0,Legitimate
50350.0,1.0,0,0,0,Legitimate
166126.0,30.0,0,0,0,Legitimate
66915.0,15.13,0,0,0,Legitimate
56255.0,380.33,0,1,0,Legitimate
47789.0,23.14,0,0,0,Legitimate
50437.0,9.46,0,0,0,Legitimate
76411.0,34.95,0,0,0,Legitimate
13077.0,40.11,0,0,0,Legitimate
75147.0,17.24,0,0,0,Legitimate
68746.0,4.99,0,0,0,Legitimate
169456.0,44.56,0,0,0,Legitimate
37566.0,158.0,0,0,0,Legitimate
75417.0,3.59,0,0,0,Legitimate
70660.0,74.5,0,0,0,Legitimate
78074.0,12.9,0,0,0,Legitimate
139100.0,35.57,0,0,0,Legitimate
55069.0,15.99,0,0,0,Legitimate
38763.0,10.94,0,0,0,Legitimate
35781.0,1.0,0,0,0,Legitimate
163025.0,1.0,0,0,0,Legitimate
3111.0,279.9,0,0,0,Legitimate
128668.0,18.4,0,0,0,Legitimate
40968.0,80.0,0,0,0,Legitimate
34182.0,25.0,0,0,0,Legitimate
56754.0,384.88,0,0,0,Legitimate
59491.0,24.3,0,0,0,Legitimate
56076.0,337.75,0,0,0,Legitimate
123689.0,136.73,0,0,0,Legitimate
165993.0,5.49,0,0,0,Legitimate
38977.0,239.16,0,0,0,Legitimate
23713.0,40.0,0,0,0,Legitimate
130645.0,76.96,0,0,0,Legitimate
148191.0,10.62,0,0,0,Legitimate
150434.0,70.54,0,0,0,Legitimate
134731.0,0.89,0,0,0,Legitimate
92133.0,3.57,0,0,0,Legitimate
68942.0,75.66,0,0,0,Legitimate
43751.0,85.43,0,0,0,Legitimate
61584.0,58.9,0,0,0,Legitimate
114530.0,49.0,0,0,0,Legitimate
121769.0,4.0,0,0,0,Legitimate
132686.0,183.02,0,0,0,Legitimate
119441.0,9.99,0,0,0,Legitimate
158506.0,40.77,0,0,0,Legitimate
29475.0,239.0,0,0,0,Legitimate
152252.0,15.26,0,0,0,Legitimate
154750.0,6.99,0,0,0,Legitimate
155669.0,112.4,0,0,0,Legitimate
85184.0,1.98,0,0,0,Legitimate
134225.0,10.0,0,0,0,Legitimate
35381.0,3.69,0,0,0,Legitimate
96653.0,6.5,0,0,0,Legitimate
53030.0,5.8,0,0,0,Legitimate
65505.0,9.99,0,0,0,Legitimate
148582.0,7.42,0,0,0,Legitimate
118399.0,83.88,0,0,0,Legitimate
167276.0,9.03,0,0,0,Legitimate
138065.0,37.69,0,0,0,Legitimate
28403.0,61.75,0,0,0,Legitimate
78052.0,24.99,0,0,0,Legitimate
84590.0,1.0,0,0,0,Legitimate
117432.0,9.9,0,0,0,Legitimate
88414.0,22.5,0,0,0,Legitimate
135347.0,1.56,0,0,0,Legitimate
113753.0,1.0,0,0,0,Legitimate
133974.0,8.8,0,0,0,Legitimate
133665.0,30.0,0,0,0,Legitimate
48370.0,1.0,0,0,0,Legitimate
76321.0,1127.04,0,0,0,Legitimate
929.0,53.75,0,0,0,Legitimate
56747.0,56.38,0,0,0,Legitimate
42696.0,308.0,0,0,0,Legitimate
85973.0,92.4,0,0,0,Legitimate
130240.0,3.2,0,0,0,Legitimate
142364.0,75.86,0,0,0,Legitimate
148332.0,44.84,0,0,0,Legitimate
53869.0,12.31,0,0,0,Legitimate
142470.0,60.0,0,0,0,Legitimate
172760.0,19.59,0,0,0,Legitimate
25913.0,68.0,0,0,0,Legitimate
128031.0,9.28,0,0,0,Legitimate
57147.0,15.0,0,0,0,Legitimate
126271.0,4.0,0,0,0,Legitimate
39345.0,11.29,0,0,0,Legitimate
155321.0,20.0,0,0,0,Legitimate
50266.0,195.76,0,0,0,Legitimate
79675.0,25.0,0,0,0,Legitimate
115848.0,92.45,0,0,0,Legitimate
80415.0,40.9,0,0,0,Legitimate
76448.0,1.0,0,0,0,Legitimate
34319.0,106.0,0,0,0,Legitimate
126507.0,2.99,0,0,0,Legitimate
139038.0,8.99,0,0,0,Legitimate
119696.0,19.95,0,0,0,Legitimate
53963.0,2.97,0,0,0,Legitimate
82539.0,0.77,0,0,0,Legitimate
50348.0,4.99,0,0,0,Legitimate
